G_sol,DeltaG_sol,volume,sol_dip,O_charges,C_charges,Most_neg,Most_pos,Het_charges,MW,SASA,Lsolu_Hsolv,Lsolv_Hsolu
-19653.9149,12.2079,158.408,1.25272,0,0.35393,-0.37072,0.09328,-0.37072,101.1912,318.6445923,15.062,15.347
-26299.5018,-5.3731,333.525,3.06734,-0.35837,-0.38839,-0.36906,0.20828,-0.72743,267.37,484.0611877,12.223,14.898
-37434.1096,497.7903,549.275,9.47651,-2.76983,0.78547,-0.77421,1.91223,-2.41,494.0043,820.3442993,10.383,14.828
-28200.7782,5.6402,292.426,8.04177,-2.00202,0.52071,-0.60926,1.07279,-1.02197,277.2313,474.7462769,9.901,15.126
-30146.769,-329.0945,333.063,3.43526,0,0.06729,-0.09259,0.11022,-0.45453,360.8816,485.8082886,11.005,15.296
-19110.6628,-58.4017,112.564,1.83988,-0.80931,0.69326,-0.48332,0.52183,-1.22721,103.0804,250.5993347,11.71,16.453
-21558.62,252.8999,164.903,2.80639,-0.69789,0.30609,-0.39757,0.35678,-0.69789,136.15,323.0278931,11.713,14.706
-29889.1016,543.2065,356.936,5.06689,-2.16789,0.25038,-0.76994,1.88535,-1.27595,351.3944,542.7979736,10.253,14.609
-25180.3554,-65.5897,277.194,5.25509,-0.91537,0.88122,-0.46357,0.50142,-1.53724,234.2974,453.0004883,11.942,14.971
-17889.4991,8.9072,105.855,3.04336,-0.37879,0.23208,-0.37879,0.3019,-0.37879,72.1066,252.3025055,13.01,16.283
-17729.9786,-2.2429,104.457,3.11868,-0.37023,0.21254,-0.37023,0.25428,-0.37023,72.1066,249.5191193,12.864,16.223
-27653.21,65.5157,337.132,1.86094,-1.1773,0.95175,-0.44096,0.4365,-1.58148,263.3358,500.6204224,11.709,15.211
-24521.2552,-27.9674,262.735,0.0487726,0,-0.6198,-0.09572,0.07196,0,206.2866,436.2971191,11.128,13.461
-17981.4444,-5.1278,112.34,1.71752,-0.39226,0.17334,-0.39226,0.21181,-0.39226,74.1224,255.2703552,15.595,16.788
-27294.2293,-116.4033,328.061,6.18017,-0.25817,0.28121,-0.25817,0.12335,-0.82118,389.3199,442.5428467,11.266,16.239
-36016.8725,-159.0484,502.817,3.69937,-0.93048,0.67991,-0.40963,0.66462,-1.78062,449.8562,742.619751,11.585,14.643
-27442.6916,105.5227,326.791,2.92169,-1.53865,0.83186,-0.49242,0.50455,-1.91131,265.3084,515.7813721,12.313,15.025
-22668.0223,-17.7237,218.713,0.0340903,0,-0.59212,-0.10752,0.07833,0,168.2378,389.8683777,11.902,14.375
-29382.3655,-65.6502,331.903,9.3275,-2.10108,0.81956,-0.78846,1.90831,-2.01373,310.327,530.7507324,10.639,14.418
-28650.0306,-74.7287,326.331,7.62025,-2.46905,0.12813,-0.79414,1.92006,-1.68165,330.7423,521.4887085,10.63,14.872
